year,date,median,low,high
2019,2020-07-30,6,0,23.991109773373246
2019,2020-09-08,6,0,18.625895708255204
2019,2020-11-14,6,0,20.855219128679952
2020,2020-04-19,0,0,2.0381668626261273
2019,2020-02-06,5,0,29.906857123275987
2019,2020-11-07,6,0,21.030344732110443
2020,2020-02-09,4,0,14.062574170290873
2019,2020-03-03,5,0,15.921692867145179
2020,2020-07-20,2,0,6.458225355799949
2020,2020-07-22,2,0,6.610610080086359
2020,2020-11-28,2,0,7.61108745246056
2019,2020-01-28,5,0,47.069714209965355
2019,2020-02-22,7,0,23.676657001741145
2019,2020-03-17,5,0,17.551511165106746
2019,2020-06-23,5,0,21.746606435144816
2019,2020-04-22,6,0,23.35762040422274
2019,2020-11-06,5,0,19.72288067933453
2019,2020-11-09,6,0,20.99732305244275
2019,2020-01-21,4,0,12.592192128003768
2020,2020-08-26,2,0,6.944474898422812
2020,2020-11-27,2,0,7.6201750272044935
2019,2020-02-19,6,0,21.573139689887864
2020,2020-04-11,0,0,2.455686435787154
2020,2020-07-01,2,0,6.508302661815077
2020,2020-07-02,2,0,6.561740417686322
2019,2020-05-20,6,0,20.578245747361454
2019,2020-11-10,5,0,16.799467257051163
2020,2020-09-11,3,0,9.055053381798164
2019,2020-04-09,6,0,21.57916078602326
2019,2020-05-13,6,0,21.938899054085596
2019,2020-07-01,6,0,22.064287166006203
2019,2020-10-01,6,0,576.7834548088243
2019,2020-10-20,5,0,16.66303359158814
2020,2020-09-29,2,0,6.989761101196631
2020,2020-10-31,2,0,6.782176956070323
2020,2020-10-07,2,0,7.352367753783288
2019,2020-03-05,6,0,25.95092209871409
2019,2020-08-04,5,0,22.935269769207917
2019,2020-08-12,5,0,22.56413235142014
2019,2020-09-19,7,0,25.627541764958533
2019,2020-12-15,5,0,22.29447434267999
2020,2020-01-15,6,0,25.752887188887584
2020,2020-01-28,5,0,18.344310302298112
2020,2020-04-16,1,0,3.5412209402482673
2020,2020-04-17,1,0,3.7608193561729957
2020,2020-09-13,2,0,6.179255411676605
2019,2020-06-04,6,0,21.85954804620557
2019,2020-04-21,5,0,19.51054323616995
2020,2020-04-28,1,0,4.175755329892263
2020,2020-08-21,3,0,9.005123889013548
2020,2020-11-02,2,0,6.774649827522854
2019,2020-05-11,8,0,27.266442236188627
2020,2020-09-24,2,0,7.33303529224685
